Date,BA,BK,BN,BS,DK,GB,HC,JK,LB,LM,LR,LS,MK,PK,TC,TR,WB,MB,MD,TP,Gulf_1,Ocean_1
2002-03-08,25.355,31.79,23.489,29.609,24.903,28.065,18.703,32.57,23.658,15.338,33.977,17.771,31.815,28.171,18.596,0.866,28.618,24.215,29.5181,30.6303,31.63,31.98
2002-03-09,25.314,32.041,23.614,29.785,25.256,28.284,18.499,32.345,23.388,16.974,33.729,17.599,31.301,28.588,22.446,0.848,28.72,24.254,30.69985,31.1818,31.49,32.04
2002-03-10,25.247,32.129,23.7,30.155,25.592,25.974,18.556,31.932,23.767,17.524,33.668,17.671,30.917,28.884,17.963,0.865,29.156,24.424,30.4494,30.7737,31.35,32.1
2002-03-11,24.964,32.397,23.764,30.111,25.593,23.535,18.199,31.805,24.164,16.924,33.946,17.649,31.268,29.046,17.987,0.902,29.63,24.941,32.424,30.34785,31.52,32.17
2002-03-12,25.158,32.683,23.909,30.289,25.546,27.642,18.342,32.224,23.959,17.501,33.824,17.773,31.453,30.147,23.268,0.928,29.621,25.429,32.348,27.537,31.91,32.23
2002-03-13,25.897,32.798,23.994,30.34,25.411,28.519,18.685,31.309,24.021,16.97,33.484,18.042,31.508,30.439,22.626,0.93,29.202,26.289,33.15,27.326,31.69,32.3
2002-03-14,26.465,31.317,24.202,30.493,25.559,28.209,18.988,30.686,24.04,17.218,33.539,18.598,31.66,30.49,22.606,0.923,29.807,26.213,33.707,26.951,31.59,32.36
2002-03-15,26.969,32.261,24.404,30.509,25.855,28.299,18.622,30.888,23.713,17.475,33.671,18.645,31.763,30.478,23.134,0.969,30.093,26.403,34.287,26.868,31.7,32.43
2002-03-16,27.175,32.665,24.833,30.541,25.958,28.887,18.745,31.666,23.635,16.871,33.943,18.726,32.07,31.139,19.18,1,30.081,26.543,33.214,27.085,32.2,32.49
2002-03-17,27.213,32.096,24.895,30.287,26.039,29.351,18.581,32.777,23.968,16.946,34.283,18.994,32.346,31.124,15.54,1.053,29.897,26.638,31.99,26.846,32.63,32.56
2002-03-18,27.387,31.914,25.223,30.399,26.03,28.759,18.696,33.024,24.129,17.127,34.347,19.325,32.344,31.19,18.448,1.092,29.852,26.695,31.921,26.626,32.73,32.63
2002-03-19,27.296,32.208,25.549,30.655,26.072,28.875,19.808,33.665,24.291,17.809,34.495,19.497,32.785,31.499,19.443,1.116,29.54,27.018,31.661,26.595,33.11,32.7
2002-03-20,27.64,31.031,25.279,30.486,26.143,29.258,20.945,34.066,24.408,18.788,34.731,19.775,32.896,32.115,23.282,1.14,29.666,27.242,31.132,26.54,33.45,32.76
2002-03-21,28.016,30.584,25.154,30.462,26.188,29.555,20.777,34.121,24.307,18.452,34.645,19.697,32.318,32.382,22.311,1.178,29.825,27.324,31.84,26.038,33.37,32.83
2002-03-22,28.465,32.263,24.921,30.615,26.132,29.553,20.385,33.335,24.749,17.419,34.605,19.577,32.303,33.366,20.572,1.188,30.057,26.639,31.818,24.598,33.4,32.9
2002-03-23,28.845,32.783,24.936,30.586,26.047,26.338,20.05,33.512,24.648,17.322,35.201,19.436,32.365,32.854,14.472,1.214,30.481,26.412,31.585,22.941,33.48,32.97
2002-03-24,28.01,32.624,25.204,30.373,26.134,30.033,20.872,34.341,24.453,17.285,35.3,19.278,32.783,33.888,16.75,1.211,30.451,26.797,31.439,23.284,34.08,33.04
2002-03-25,28.028,31.472,25.451,30.651,26.181,30.162,22.165,34.228,24.542,18.935,35.094,19.169,32.652,33.732,20.293,1.228,29.546,26.872,31.837,23.155,33.93,33.11
2002-03-26,28.21,31.388,25.883,30.322,26.364,29.75,22.102,34.418,24.89,18.682,35.091,19.985,32.473,33.799,21.641,1.235,29.486,27.335,32.84,23.303,33.95,33.18
2002-03-27,28.753,32.306,25.265,30.761,26.569,29.852,21.761,33.769,25.283,18.026,34.771,20.077,32.385,33.876,22.165,1.224,29.669,27.255,34.671,23.802,33.7,33.25
2002-03-28,28.833,32.558,25.103,30.922,26.508,30.057,21.401,33.222,25.621,17.675,34.82,20.102,32.506,34.198,22.672,1.24,29.912,27.102,34.496,25.46,33.69,33.31
2002-03-29,28.941,32.327,25.346,31.095,26.655,30.033,21.587,32.607,25.412,18.012,34.746,20.277,32.64,33.959,23.931,1.467,30.309,27.297,35.082,26.764,33.49,33.38
2002-03-30,28.774,33.158,26.21,31.276,26.613,30.114,22.075,32.914,25.092,18.3,34.965,20.58,32.841,33.751,25.03,5.635,30.327,27.548,35.359,26.793,33.62,33.45
2002-03-31,29.097,32.762,26.795,31.304,26.674,30.792,22.317,33.732,24.871,18.866,35.201,21.017,33.066,33.695,25.438,8.038,30.475,27.542,35.075,27.643,33.92,33.52
2002-04-01,29.435,33.045,27.437,31.276,26.796,31.808,22.164,33.573,24.852,18.9,35.149,20.737,33.219,33.931,25.454,9.662,30.792,27.657,35.383,27.749,33.97,33.59
2002-04-02,28.75,34.01,27.303,31.363,26.403,32.473,22.186,33.21,25.107,18.365,35.014,20.989,33.133,33.808,25.721,11.272,30.867,27.437,35.752,28.007,33.79,33.66
2002-04-03,28.771,34.182,27.009,31.391,26.488,32.835,22.271,33.046,25.005,18.297,35.004,21.066,33.185,33.576,25.274,12.365,30.994,27.523,35.611,27.996,33.7,33.73
2002-04-04,28.917,33.879,27.051,31.563,26.747,32.914,22.251,32.908,25.27,17.749,35.217,21.022,32.938,33.704,22.001,11.192,31.266,27.144,35.751,27.983,33.69,33.8
2002-04-05,29.627,33.308,26.902,31.645,27.038,31.913,22.207,32.932,25.045,17.866,35.275,21.051,33.002,33.698,19.881,8.052,31.502,26.915,35.393,27.713,33.73,33.87
2002-04-06,30.018,33.338,26.475,31.587,27.076,31.796,22.453,33.524,25.572,18.132,35.664,21.098,33.256,33.299,19.249,7.125,31.878,27.182,34.325,27.324,33.94,33.93
2002-04-07,29.004,33.977,27.044,31.493,27.462,32.475,23.987,34.572,25.848,18.091,36.411,21.096,33.775,32.99,19.637,5.694,32.652,27.683,32.893,28.291,34.44,34
2002-04-08,27.534,34.706,27.821,31.936,27.468,34.345,25.326,35.153,25.739,18.562,37.369,21.739,34.457,33.41,24.934,7.942,32.497,28.501,32.891,28.42,35.1,34.07
2002-04-09,28.03,33.829,27.817,32.237,27.704,33.027,25.703,36.43,25.765,20.287,37.111,23.9,35.645,35.156,25.965,9.362,32.172,29.399,33.478,28.489,36.09,34.13
2002-04-10,28.923,32.957,27.633,32.18,27.901,32.598,26.019,37.245,24.658,20.686,36.801,24.351,35.833,35.121,26.501,10.32,32.047,29.701,34.362,28.315,36.25,34.2
2002-04-11,29.213,32.537,27.757,32.295,28.219,32.683,26.518,36.433,22.165,21.395,36.73,24.738,35.985,35.183,25.807,12.316,31.311,28.978,34.582,30.899,36.08,34.27
2002-04-12,29.807,32.379,28.003,32.176,28.663,31.982,26.858,35.652,23.407,22.516,36.981,24.646,36.065,35.189,26.649,13.084,31.22,28.336,34.398,32.458,35.97,34.33
2002-04-13,30.722,32.038,27.592,32.173,28.721,31.32,27.065,35.617,24.18,22.233,37.17,25.236,35.839,35.297,25.86,13.878,31.462,28.504,34.376,32.724,35.98,34.4
2002-04-14,31.784,32.057,27.188,32.113,28.757,31.496,27.246,35.31,24.645,23.517,37.058,25.273,35.205,35.5,26.985,13.956,31.726,28.637,35.677,32.779,35.77,34.46
2002-04-15,31.799,32.087,26.578,32.194,28.934,31.82,27.146,35.467,25.32,23.839,36.876,25.303,34.783,35.472,26.589,15.437,32.026,28.77,37.224,32.768,35.65,34.53
2002-04-16,31.559,31.638,26.306,31.992,29.152,31.623,27.438,35.585,26.168,23.571,36.789,25.439,34.587,35.553,25.857,16.228,32.148,28.861,37.027,32.754,35.63,34.59
2002-04-17,31.366,31.345,26.709,31.909,29.313,31.608,27.729,35.89,26.556,22.757,36.541,25.965,34.749,35.617,23.919,16.376,31.517,29.021,36.474,32.839,35.7,34.65
2002-04-18,31.145,31.969,26.544,31.638,29.238,31.917,27.975,35.727,26.671,23.561,37.08,26.352,34.854,35.63,21.543,15.593,31.541,29.337,36.381,32.866,35.82,34.71
2002-04-19,30.837,32.339,26.534,31.434,29.314,32.224,28.463,35.692,26.315,24.329,36.947,26.381,34.962,35.861,21.076,14.88,32.306,30.003,36.8,32.918,35.87,34.77
2002-04-20,31.661,32.476,26.648,31.708,29.523,32.555,28.508,35.557,26.76,23.614,37.096,26.346,34.814,36.009,22.665,14.311,32.467,30.928,37.481,33.11,35.87,34.83
2002-04-21,32.794,32.667,26.324,31.847,30.052,32.628,28.574,35.412,27.314,23.8,37.4,26.396,34.486,35.751,24.89,14.294,32.479,32.478,38.146,33.445,35.76,34.89
2002-04-22,33.525,33.1,26.518,31.476,30.435,32.826,28.891,35.593,27.604,23.425,37.524,26.627,34.179,35.695,26.764,14.844,32.488,35.771,38.668,33.375,35.75,34.95
2002-04-23,34.323,33.402,26.82,31.069,30.618,33.741,29.039,36.311,28.391,23.085,37.546,26.574,34.161,35.784,27.685,16.039,32.695,32.88475,40.336,33.253,35.95,35.01
2002-04-24,33.926,33.888,26.869,31.159,30.99,34.265,29.163,37.54,29.167,23.236,37.935,26.622,34.897,35.759,27.032,17.877,33.091,34.10235,40.542,33.751,36.53,35.07
2002-04-25,34.324,33.953,27.461,31.419,31.125,33.971,29.325,38.231,29.569,23.934,38.346,26.625,35.008,35.762,27.038,18.807,33.313,32.7645,39.789,34.082,36.84,35.12
2002-04-26,34.661,33.205,28.044,31.929,31.274,33.683,30.084,38.325,29.633,25.209,38.609,27.334,35.103,35.855,27.693,19.339,33.179,32.77285,39.829,34.357,36.97,35.18
2002-04-27,34.781,32.607,27.902,32.164,31.288,33.295,30.407,38.198,29.612,25.701,38.912,28.06,35.226,36.022,28.476,20.269,33.689,33.3126,39.505,34.39,37.09,35.23
2002-04-28,34.941,32.412,28.322,32.303,31.273,33.298,30.643,39.845,30.102,25.033,38.956,28.303,35.374,36.216,28.363,20.748,34.173,32.8369,39.873,34.541,37.6,35.28
2002-04-29,35.276,32.884,28.519,32.413,30.971,33.372,30.793,39.748,30.987,25.399,39.018,28.374,35.245,36.334,27.725,20.805,34.017,33.4053,40.779,34.687,37.59,35.33
2002-04-30,35.754,34.421,27.988,32.565,30.955,33.39,30.709,39.02,31.613,24.907,38.771,28.277,35.07,36.142,28.56,21.225,33.989,34.47595,41.408,34.292,37.25,35.38
2002-05-01,35.248,34.916,28.429,32.67,31.117,33.491,30.703,39.529,32.466,24.967,38.871,28.07,35.162,36.433,29.272,21.836,33.836,32.9404,41.89,34.094,37.5,35.43
2002-05-02,35.77,34.498,29.331,32.216,31.26,33.894,30.874,39.488,32.673,25.211,39.046,28.175,35.432,36.519,29.803,22.304,34.151,32.19745,41.398,34.092,37.62,35.48
2002-05-03,36.003,33.677,29.455,32.169,31.701,34.102,31.065,39.78,32.71,24.936,39.234,28.367,35.649,36.851,29.546,22.889,34.372,31.3588,41.17,33.961,37.88,35.53
2002-05-04,35.765,33.241,29.653,32.437,31.679,34.787,31.386,40.685,32.814,24.956,39.381,28.64,36.235,36.913,28.729,23.177,34.98,30.61855,40.993,34.084,38.3,35.57
2002-05-05,35.861,33.42,30.196,33.07,31.586,35.482,31.793,41.534,33.037,25.811,39.613,29.134,36.498,36.894,27.804,23.032,34.879,33.737,40.993,34.146,38.63,35.62
2002-05-06,36.096,34.427,30.25,32.842,31.879,35.895,32.208,43,33.199,27.147,39.864,29.336,36.761,37.145,27.043,22.988,34.786,32.11455,41.16,34.268,39.19,35.66
2002-05-07,36.019,35.002,30.247,32.999,32.122,36.386,32.594,43.312,33.331,27.64,39.77,29.721,36.415,37.285,26.511,23.076,35.063,35.16245,41.292,34.349,39.2,35.7
2002-05-08,36.674,35.122,30.711,32.727,32.279,36.64,32.959,42.974,33.365,28.515,40.084,29.958,36.455,36.904,28.041,23.139,35.553,33.2758,41.184,34.529,39.1,35.74
2002-05-09,37.245,34.637,30.539,32.75,31.978,36.183,33.339,43.126,33.799,29.213,40.238,30.342,36.439,36.907,28.962,23.314,36.167,33.56825,40.574,34.711,39.18,35.78
2002-05-10,37.606,34.084,30.877,33.513,31.952,36.161,33.756,43.423,34.124,28.554,40.336,30.633,36.013,37.217,26.79,23.503,36.532,34.3027,40.769,35.121,39.25,35.82
2002-05-11,37.41,33.478,31.275,33.065,32.231,36.978,34.142,43.745,34.925,28.908,39.924,30.924,36.115,38.004,27.783,23.745,37.031,32.22255,40.845,35.661,39.45,35.86
2002-05-12,37.246,33.155,31.227,33.539,32.291,37.873,34.327,43.286,35.628,28.834,39.855,31.334,36.492,37.926,27.459,23.999,37.254,34.97235,40.999,36.252,39.39,35.89
2002-05-13,38.348,33.546,31.454,34.262,32.445,38.095,34.504,42.948,36.608,29.447,39.955,31.587,35.664,36.969,27.59,24.124,36.851,33.68085,42.332,36.435,38.88,35.93
2002-05-14,39.911,34.044,31.123,34.439,32.625,37.09,34.838,43.537,37.038,29.065,40.421,31.113,34.78,36.411,26.829,24.267,36.814,32.6825,43.614,35.809,38.79,35.96
2002-05-15,39.664,35.568,30.671,34.527,32.621,37.214,35.074,43.738,33.895,28.891,40.883,31.241,34.608,36.557,26.63,24.598,36.665,35.9774,43.808,35.497,38.95,36
2002-05-16,39.432,35.137,30.773,34.71,32.755,36.671,34.937,44.182,34.47,29.434,39.27145,31.591,34.814,36.839,26.403,25.035,37.012,34.947,43.634,35.58,38.78,36.03
2002-05-17,39.705,34.857,30.526,34.727,32.639,36.668,35.148,44.774,31.908,30.358,39.73815,31.686,34.624,37.049,26.401,25.526,37.53,33.43,43.943,35.611,39.05,36.06
2002-05-18,40.392,35.34,30.964,34.77,32.75,36.724,34.945,45.101,32.935,30.162,39.20495,31.523,34.571,36.817,26.091,26.142,37.761,33.8104,44.219,35.743,38.92,36.09
2002-05-19,40.632,35.343,31.585,34.701,32.707,36.357,34.271,44.371,34.153,28.939,39.03525,31.212,34.158,36.121,25.806,26.177,38.3,32.43625,42.172,35.703,38.42,36.12
2002-05-20,40.028,36.371,31.214,34.508,32.741,35.599,33.191,43.78,33.247,28.211,40.30925,31.109,33.433,35.759,23.935,26.009,38.447,32.7788,40.555,35.599,38.32,36.14
2002-05-21,39.413,36.317,31.668,34.653,32.526,36.124,33.004,43.659,32.905,28.127,40.3316,31.039,33.295,36.114,23.385,26.611,38.184,33.48225,40.28,35.666,38.35,36.17
2002-05-22,39.294,36.253,32.208,34.53,32.704,36.458,33.348,43.187,33.28,28.429,40.0239,30.85,32.951,36.869,21.975,26.81,37.786,34.07565,40.603,35.873,38.26,36.2
2002-05-23,39.075,36.845,32.264,34.775,32.831,37.008,33.764,43.295,34.156,29.055,41.043,30.763,32.792,37.207,21.512,26.928,37.624,34.52075,40.961,36.294,38.58,36.22
2002-05-24,38.422,37.422,32.638,35.056,33.092,36.638,34.398,43.773,34.354,29.243,41.607,30.857,32.917,36.34,21.179,26.967,38.156,33.08775,41.973,36.992,38.66,36.24
2002-05-25,38.79,36.341,33.143,35.065,33.622,35.889,34.891,44.035,34.172,29.427,41.506,31.199,33.423,35.796,22.219,27.302,38.265,34.5118,41.925,37.42,38.69,36.27
2002-05-26,38.518,35.183,32.199,35.262,33.888,36.792,35.18,43.678,34.535,29.813,41.351,32.33,33.585,35.457,23.237,27.715,37.994,36.6225,42.749,37.653,38.52,36.29
2002-05-27,38.677,35.463,31.74,35.718,34.379,37.062,35.235,43.572,35.077,30.692,41.171,32.642,33.705,35.482,26.287,27.959,38.153,31.67675,43.864,37.559,38.48,36.31
2002-05-28,38.806,35.442,32.073,35.572,34.576,36.362,35.339,43.655,34.587,31.02,41.291,32.911,33.445,35.821,25.37,27.62,38.281,36.7895,43.136,37.555,38.55,36.33
2002-05-29,38.107,35.288,32.152,35.457,34.691,35.272,35.089,43.837,37.867,30.818,41.718,32.906,33.186,35.467,25.398,27.501,37.584,33.31255,43.57,37.29,38.55,36.35
2002-05-30,38.321,35.067,32.503,35.688,34.23,34.768,34.865,43.576,38.416,30.899,41.484,32.712,31.393,35.426,28.831,27.548,37.798,32.96815,44.621,37.326,37.97,36.36
2002-05-31,38.381,30.983,32.589,35.484,33.822,41.0442,34.234,42.634,38.775,30.477,41.714,32.132,29.75,35.725,29.254,26.494,37.857,35.46355,43.769,37.037,37.46,36.38
2002-06-01,38.677,31.076,32.595,35.548,33.927,41.6163,33.824,42.875,39.035,30.103,41.689,32.277,36.962,36.019,29.492,27.085,38.153,33.58135,44.312,36.494,39.39,36.39
2002-06-02,38.918,32.26,32.816,35.729,33.767,44.07185,33.635,42.415,39.575,29.964,41.955,32.264,37.093,36.978,29.102,27.593,38.393,35.2386,44.863,36.305,39.61,36.41
2002-06-03,38.943,33.286,32.795,35.922,34.056,42.86455,33.073,41.718,39.704,29.816,42.278,32.464,37.227,37.863,28.611,26.769,38.418,34.348,45.14,35.955,39.77,36.42
2002-06-04,39.124,34.102,33.097,35.726,34.029,40.9176,31.817,41.977,39.836,30.145,42.57,32.558,36.985,38.156,28.04,26.555,38.599,33.06875,44.867,36.354,39.92,36.44
2002-06-05,39.087,32.811,33.453,35.877,34.145,41.573,32.134,43.493,39.532,30.248,42.974,32.74,37.131,38.268,27.852,26.837,38.562,34.06585,42.591,36.475,40.47,36.45
2002-06-06,38.244,32.804,33.266,36.187,34.154,42.5636,32.093,44.39,39.561,30.327,42.421,33.136,37.681,37.854,27.748,26.674,37.72,33.1591,42.068,36.449,40.59,36.46
2002-06-07,38.609,33.359,33.367,36.339,34.81,30.747,32.628,43.459,34.997,30.11,42.684,33.333,37.953,37.941,27.367,26.6,38.085,33.4669,42.468,36.418,40.51,36.47
2002-06-08,38.943,34.249,33.469,36.25,34.691,31.027,32.56,42.415,38.896,30.129,42.754,33.169,37.309,38.209,29.555,26.396,38.418,35.5661,42.117,36.462,40.17,36.48
2002-06-09,39.256,35.072,33.665,36.096,34.668,31.245,30.646,42.418,37.23,30.827,42.993,33.135,36.822,38.412,30.357,25.621,38.73,34.8831,41.421,36.521,40.16,36.49
2002-06-10,38.64,34.522,33.727,35.865,34.853,31.608,29.148,43.015,35.705,31.174,43.356,32.884,36.545,38.415,28.285,23.775,38.116,35.8614,40.514,36.662,40.33,36.49
2002-06-11,38.228,32.75,33.068,34.776,33.567,31.088,28.239,43.303,34.308,30.403,42.721,31.638,35.537,37.146,26.25,21.721,37.705,33.30305,36.927,36.307,39.68,36.5
2002-06-12,38.011,31.417,31.667,33.407,32.627,30.973,26.614,41.532,32.301,29.996,42.234,30.93,34.881,36.114,25.528,21.245,37.488,29.4726,34.586,34.992,38.69,36.51
2002-06-13,37.674,29.744,30.992,32.292,32.068,30.813,23.179,39.45,30.376,29.522,41.952,29.665,32.974,35.68,27.749,20.158,37.152,31.88115,31.762,34.045,37.51,36.51
2002-06-14,37.761,28.75,29.923,33.275,31.279,30.066,24.868,37.4,29.746,27.979,41.465,28.907,31.734,35.347,28.198,18.708,37.238,32.38555,28.886,33.061,36.49,36.52
2002-06-15,35.477,30.215,29.023,32.766,30.628,29.281,22.312,36.163,29.585,27.44,40.84,27.39,31.329,36.947,28.144,20.176,34.96,32.2381,35.699,31.9,36.32,36.52
2002-06-16,35.516,31.414,29.02,32.767,30.257,28.281,19.241,34.605,29.644,27.24,40.396,27.36,31.256,38.203,25.784,22.136,34.998,31.26525,33.071,31.352,36.12,36.52
2002-06-17,35.051,30.373,28.938,32.963,30.066,25.174,9.513,33.659,28.802,26.74,40.053,24.905,32.815,38.796,23.692,21.309,34.535,34.432,29.5,32.687,36.33,36.53
2002-06-18,34.614,30.135,29.02,32.904,29.572,23.37,0.939,34.081,27.981,25.799,40.037,20.225,32.827,38.89,22.188,17.804,34.099,31.923,27.745,34.775,36.46,36.53
2002-06-19,34.944,29.861,30.066,33.095,29.689,22.264,0.774,34.682,27.697,25.409,40.207,14.883,33.025,38.865,18.746,14.586,34.078,28.206,26.903,34.96,36.69,36.53
2002-06-20,35.657,29.863,30.247,33.071,29.619,21.375,1.018,35.642,27.663,25.024,40.314,13.819,32.69,39.066,16.422,11.067,34.072,27.374,25.137,34.633,36.93,36.53
2002-06-21,33.944,28.234,29.5,32.796,28.919,19.146,0.438,34.793,25.193,23.794,38.341,13.824,31.996,37.475,14.173,7.243,32.689,24.9,21.761,33.534,35.65,36.53
2002-06-22,33.775,27.907,29.795,32.43,28.964,15.986,0.429,34.103,23.563,22.83,37.808,10.264,30.728,37.35,13.409,5.168,32.239,23.534,18.233,33.418,35,36.53
2002-06-23,33.292,26.804,29.281,31.701,28.575,13.624,0.345,33.433,22.039,22.099,37.873,12.466,28.153,37.108,9.693,4.54,30.726,10.544,18.657,32.919,34.14,36.53
2002-06-24,33.463,26.807,29.353,31.97,28.069,12.403,0.284,33.882,22.377,20.683,37.804,8.963,27.739,36.72,7.21,4.109,30.74,9.899,19.337,32.698,34.04,36.53
2002-06-25,33.665,27.174,29.472,31.17,28.073,12.248,0.259,34.716,22.588,20.065,37.87,8.877,28.395,36.451,6.357,3.095,30.952,9.992,21.734,32.649,34.36,36.53
2002-06-26,33.723,27.181,29.406,28.894,27.93,12.561,0.283,35.02,21.84,20.514,37.86,6.906,28.988,36.47,5.065,2.228,31.187,10.002,23.674,31.093,34.58,36.53
2002-06-27,33.57,25.764,29.361,27.117,28.167,12.89,0.282,34.912,20.914,20.296,37.873,7.794,28.917,35.64,4.277,1.973,31.32,9.443,23.428,30.294,34.34,36.52
2002-06-28,33.622,24.032,29.358,23.427,28.387,13.261,0.296,34.894,19.792,20.076,37.854,5.389,28.414,36.031,3.588,1.884,31.29,8.02,21.211,28.588,34.3,36.52
2002-06-29,33.375,22.774,29.45,20.909,28.433,13.429,0.309,34.961,19.038,21.804,37.86,4.204,28.713,36.3,3.259,1.849,31.215,7.441,15.73,30.39,34.46,36.52
2002-06-30,33.313,23.189,29.506,21.366,28.486,13.62,0.341,34.725,18.82,19.1,37.863,5.118,28.297,36.009,3.102,1.673,31.481,7.32,11.787,30.754,34.22,36.51
2002-07-01,33.265,23.748,29.391,22.989,28.567,13.692,0.358,34.213,18.308,19.611,37.63,6.448,27.26,35.283,2.754,1.351,31.659,7.238,17.662,28.896,33.6,36.51
2002-07-02,33.286,23.503,29.105,21.879,28.078,13.631,0.332,34.157,16.62,19.418,37.664,5.978,28.673,35.664,2.404,1.17,31.59,7.312,19.516,28.665,34.04,36.51
2002-07-03,33.616,24.151,29.291,24.594,25.829,13.719,0.339,34.59,14.785,20.015,38.078,6.095,29.815,35.343,2.069,1.046,31.699,7.375,22.818,27.011,34.46,36.5
2002-07-04,33.631,24.417,29.397,24.609,25.182,13.744,0.338,34.808,13.534,19.066,38.078,6.885,30.377,35.294,1.939,0.925,31.665,7.674,24.368,27.863,34.64,36.5
2002-07-05,33.818,23.827,29.497,24.524,25.565,13.645,0.302,34.823,12.047,17.711,38.06,6.626,30.521,36.123,1.774,0.835,31.517,7.407,21.794,27.134,34.88,36.49
2002-07-06,33.848,23.309,29.438,25.551,24.812,13.185,0.256,34.468,9.55,17.712,37.726,5.957,30.198,36.276,1.666,0.806,30.816,8.325,25.939,26.449,34.67,36.49
2002-07-07,33.958,23.243,29.303,24.308,25.346,12.688,0.245,34.127,9.725,17.66,37.652,5.914,30.039,36.206,1.515,0.699,30.84,9.016,24.332,27.092,34.51,36.48
2002-07-08,33.552,21.212,28.816,23.558,24.282,12.449,0.274,33.836,9.677,14.75,37.524,4.559,27.756,36.233,1.377,0.665,30.61,7.573,20.488,27.993,33.84,36.47
2002-07-09,32.192,21.478,27.508,20.727,22.555,11.42,0.241,33.518,9.399,13.435,36.925,3.043,26.256,36.338,1.241,0.577,30.001,7.307,15.38,27.692,33.26,36.47
2002-07-10,31.481,21.363,26.927,19.761,21.676,10.756,0.166,33.472,9.295,11.542,35.026,2.898,26.248,35.813,1.146,0.505,28.136,7.012,12.174,27.394,32.64,36.46
2002-07-11,31.626,20.287,26.642,17.368,34.50425,10.194,0.188,33.475,9.191,12.94,34.357,3.048,26.584,35.321,1.105,0.456,27.464,30.81215,12.601,26.816,32.43,36.45
2002-07-12,31.562,19.952,26.34,21.509,35.44565,9.877,0.202,33.387,8.858,12.659,34.425,3.516,27.179,34.791,0.98,0.437,27.505,20.376,18.687,25.383,32.45,36.45
2002-07-13,31.49,20.992,26.339,17.817,34.206,10.045,0.212,33.32,7.824,10.089,34.854,2.466,28.187,34.685,0.804,0.422,27.897,17.114,14.745,26.001,32.76,36.44
2002-07-14,31.672,21.917,26.376,19.425,35.2598,10.333,0.246,32.99,6.829,11.661,34.809,2.647,28.91,34.256,0.75,0.419,27.829,14.544,21.775,24.742,32.74,36.43
2002-07-15,31.641,22.524,26.45,18.936,32.81735,10.351,0.244,32.067,6.313,12.945,34.692,2.396,29.405,35.723,0.703,0.431,27.691,14.953,30.43535,25.273,32.97,36.43
2002-07-16,31.596,22.834,26.559,15.877,36.18965,10.654,0.275,31.747,6.46,12.065,35.069,1.759,29.255,35.698,0.668,0.45,28.032,18.129,31.3388,25.668,32.94,36.42
2002-07-17,31.529,23.346,26.505,18.324,32.6382,10.742,0.253,31.354,6.573,12.598,35.362,2.812,29.399,35.704,0.614,0.464,28.291,19.449,25.46185,24.371,32.95,36.41
2002-07-18,31.015,23.733,26.591,17.656,33.534,10.437,0.242,30.273,5.903,11.507,35.556,2.468,28.21,36.368,0.586,0.463,28.455,21.12,30.1032,24.107,32.6,36.41
2002-07-19,31.088,24.408,26.704,18.768,35.7263,10.063,0.27,30.629,5.897,10.364,35.469,2.45,29.29,36.625,0.537,0.456,28.347,18.747,30.33365,24.933,33,36.4
2002-07-20,31.196,24.988,26.848,18.786,38.48005,10.226,0.265,31.163,5.781,11.357,35.611,2.651,30.256,36.78,0.545,0.45,28.46,16.081,30.4073,24.38,33.45,36.39
2002-07-21,31.1,25.47,26.909,16.942,35.15665,10.357,0.268,31.59,5.676,11.444,35.762,2.069,30.779,37.077,0.57,0.453,28.582,15.703,32.64485,25.324,33.8,36.39
2002-07-22,31.705,25.929,27.048,16.456,34.65995,10.632,0.318,32.02,5.304,8.428,35.966,1.859,30.809,36.996,0.554,0.466,28.754,15.771,30.17125,25.852,33.95,36.38
2002-07-23,31.626,26.378,27.088,15.088,35.0285,10.723,0.296,32.412,4.972,9.32,35.83,1.268,30.759,36.854,0.541,0.476,28.599,16.3,16.851,25.594,33.96,36.37
2002-07-24,31.584,40.1927,26.951,16.021,35.65465,10.622,0.301,32.689,4.963,8.729,35.941,1.334,30.729,36.789,0.525,0.489,28.682,16.29,15.28,25.278,34.04,36.37
2002-07-25,31.681,26.243,26.248,16.152,33.80295,10.603,0.321,32.506,4.962,7.256,35.805,1.254,29.938,36.502,0.561,0.496,28.526,17.219,14.479,25.297,33.69,36.36
2002-07-26,31.735,26.104,26.484,17.189,17.288,10.632,0.367,32.415,5.276,26.8069,35.734,1.269,30.453,36.429,0.687,0.511,28.433,18.236,13.966,25.229,33.76,36.35
2002-07-27,31.859,24.889,26.605,16.426,16.465,10.756,0.379,32.418,5.777,7.072,35.929,1.596,30.858,36.779,1.126,0.524,28.597,18.025,13.822,25.218,34,36.34
2002-07-28,32.051,24.852,26.864,16.485,16.708,10.849,0.5,32.616,6.095,8.418,36.108,1.869,31.14,36.953,1.41,0.529,28.746,18.09,13.978,25.381,34.2,36.34
2002-07-29,32.257,25.161,26.457,17.12,18.431,11.07,0.634,33.573,6.334,8.346,36.337,1.971,31.172,36.863,1.299,0.551,28.943,17.926,14.221,25.576,34.49,36.33
2002-07-30,32.233,25.155,25.622,17.625,19.532,11.201,0.832,34.154,6.925,7.902,36.259,2.061,30.58,36.621,1.328,0.566,28.843,18.243,14.639,25.765,34.4,36.32
