,BA,BK,BN,BS,DK,GB,HC,JK,LB,LM,LR,LS,MK,PK,TC,TR,WB,MB,MD,TP,Gulf_1,Ocean_1
2000-01-25,26.825,28.935,21.388,21.765,20.155,28.159,18.519,29.978,20.271,16.008,31.039,13.183,31.032,28.389,14.612,0.426,30.695,20.279,20.499,23.747,30.110,29.520
2000-01-26,26.728,29.028,21.306,21.234,20.362,27.978,15.883,29.819,20.400,15.484,31.227,13.541,31.203,28.980,10.853,0.438,30.746,19.951,20.116,23.736,30.310,29.570
2000-01-27,26.492,29.810,20.517,21.192,20.414,26.142,18.492,30.605,20.770,16.206,31.781,13.558,31.308,29.847,8.919,0.437,31.154,19.897,19.347,24.191,30.890,29.630
2000-01-28,27.056,30.334,20.113,19.499,20.187,24.644,17.798,30.876,20.699,16.054,31.838,12.918,31.187,30.722,8.036,0.448,31.221,20.070,19.745,24.096,31.160,29.680
2000-01-29,26.195,29.916,20.488,19.815,19.773,26.962,21.380,30.749,20.427,15.897,31.432,10.833,30.872,30.210,7.594,0.445,30.861,20.133,20.053,24.308,30.820,29.740
2000-01-30,25.761,29.858,20.633,20.363,19.777,29.426,18.801,30.469,20.043,16.391,31.323,10.713,30.673,29.924,7.263,0.426,30.593,19.174,20.384,24.472,30.600,29.800
2000-01-31,26.492,30.015,20.507,20.811,19.877,28.522,18.973,30.289,18.561,16.360,31.278,12.430,30.597,29.720,9.205,0.416,30.294,17.342,21.502,24.094,30.470,29.860
2000-02-01,26.683,30.258,20.321,22.443,19.967,26.935,20.157,30.352,17.159,15.467,31.217,12.530,30.612,29.564,8.874,0.423,30.505,18.772,22.390,23.934,30.440,29.910
2000-02-02,25.541,30.424,20.423,21.547,19.998,25.419,17.415,30.412,17.081,14.770,31.275,12.854,30.605,29.853,6.293,0.443,30.496,20.927,22.223,23.852,30.540,29.980
2000-02-03,25.194,30.275,20.335,21.619,19.988,29.128,22.059,30.079,17.020,14.910,30.949,11.944,30.442,30.228,9.193,0.441,30.316,19.596,22.033,23.826,30.420,30.040
2000-02-04,26.228,28.383,20.387,22.532,20.137,28.011,21.825,30.036,16.965,15.522,30.611,12.518,30.661,30.069,9.821,0.431,30.273,20.326,22.210,23.862,30.340,30.100
2000-02-05,27.145,28.463,20.572,22.954,20.409,24.597,19.558,30.099,17.118,14.958,30.825,13.039,31.165,30.484,6.418,0.418,30.725,20.486,21.598,24.306,30.640,30.160
2000-02-06,26.207,29.226,19.917,21.613,20.938,16.506,19.409,30.274,17.362,14.902,30.871,13.140,31.446,31.118,5.682,0.431,31.517,20.967,21.081,24.617,30.930,30.230
2000-02-07,26.493,29.342,19.052,21.724,21.315,22.867,16.993,30.171,17.353,15.714,30.203,13.033,31.473,30.934,14.725,0.431,30.940,21.100,21.392,24.593,30.700,30.290
2000-02-08,26.698,28.569,19.224,21.657,21.243,23.545,19.816,29.029,17.265,15.433,30.202,12.320,31.165,30.617,11.425,0.397,30.313,20.623,21.108,24.749,30.250,30.360
2000-02-09,27.115,27.804,19.565,21.263,20.994,17.432,19.233,28.678,17.576,14.714,30.488,12.463,31.372,30.849,11.127,0.368,30.626,20.312,20.253,24.518,30.350,30.420
2000-02-10,28.242,28.857,19.165,22.399,20.999,19.620,21.751,28.215,17.950,15.635,30.916,12.669,31.799,30.900,14.631,0.361,31.024,20.879,20.274,24.144,30.460,30.490
2000-02-11,28.129,29.016,19.049,22.139,20.472,23.814,19.332,28.302,17.183,16.594,30.605,12.547,31.874,30.840,16.469,0.368,30.994,21.404,20.949,23.837,30.410,30.560
2000-02-12,27.255,29.085,20.112,22.243,20.536,22.987,17.837,28.409,16.957,16.419,29.883,11.911,31.794,31.009,12.388,0.375,30.858,21.909,21.690,23.623,30.270,30.630
2000-02-13,26.523,29.079,20.077,21.825,19.719,22.948,19.164,28.818,16.687,15.733,29.846,11.666,31.746,31.030,8.697,0.380,30.834,21.910,21.964,24.349,30.360,30.700
2000-02-14,26.919,28.690,20.696,21.165,20.315,24.032,17.791,29.025,16.509,15.510,30.228,11.688,31.651,30.755,10.779,0.382,30.683,21.915,22.867,24.461,30.410,30.770
2000-02-15,27.136,28.962,20.998,22.805,19.931,24.081,20.138,28.842,16.349,15.097,29.982,12.123,31.076,30.632,9.527,0.383,30.108,21.347,22.755,23.249,30.130,30.840
2000-02-16,26.177,29.133,20.991,22.198,19.999,23.906,20.329,29.189,16.305,14.761,29.966,12.080,29.983,30.704,7.260,0.392,30.246,21.097,23.275,23.449,29.960,30.910
2000-02-17,26.083,29.453,21.121,22.009,19.991,22.309,2.944,29.198,16.079,14.624,30.120,11.961,29.279,30.810,5.592,0.403,30.442,21.164,22.912,23.659,29.850,30.980
2000-02-18,25.676,29.480,21.065,23.831,20.110,25.077,2.978,29.438,15.879,14.208,30.174,11.223,29.506,30.770,9.996,0.416,30.138,21.600,23.078,23.869,29.970,31.050
2000-02-19,25.753,29.232,21.207,23.536,20.109,24.772,3.462,29.642,15.391,15.060,30.183,10.993,29.745,31.006,9.141,0.418,29.843,21.620,23.588,23.924,30.140,31.130
2000-02-20,26.358,29.531,20.374,22.233,20.162,25.417,8.604,29.408,15.449,15.369,30.003,12.374,30.098,30.952,11.348,0.421,29.912,21.117,23.726,23.941,30.120,31.200
2000-02-21,32.283,29.840,20.324,22.468,20.330,23.921,7.746,29.312,15.496,14.118,30.264,12.237,30.588,30.976,5.571,0.427,30.252,20.771,23.784,23.976,30.290,31.280
2000-02-22,32.149,30.436,19.739,20.665,20.532,21.743,8.383,29.696,15.674,13.798,30.683,12.466,30.922,31.115,6.106,0.438,30.955,21.403,23.193,23.925,30.600,31.350
2000-02-23,32.526,31.085,20.370,20.846,20.695,25.970,6.761,30.708,15.840,13.887,30.487,12.423,31.340,30.961,4.607,0.437,29.955,21.517,22.316,24.366,30.870,31.420
2000-02-24,26.130,31.175,19.870,21.650,20.925,25.322,11.186,30.894,15.899,14.426,30.243,12.353,31.599,30.897,7.831,0.433,29.591,21.200,22.598,24.725,30.910,31.500
2000-02-25,26.449,31.085,20.240,21.798,21.054,28.477,10.407,30.906,15.866,14.722,30.276,12.383,31.517,31.436,13.110,0.430,29.291,21.396,23.360,24.717,31.030,31.570
2000-02-26,26.254,30.478,20.507,22.938,21.059,29.366,11.103,31.115,15.815,14.926,29.879,12.487,31.414,33.274,16.186,0.420,29.198,21.776,23.487,24.618,31.420,31.650
2000-02-27,25.803,30.656,20.425,23.937,21.107,29.486,13.780,30.937,15.756,15.193,29.978,12.956,31.520,32.750,18.446,0.421,28.749,22.110,23.968,24.197,31.300,31.730
2000-02-28,27.069,30.440,20.390,23.553,21.640,28.050,15.527,30.885,15.647,15.468,30.285,13.444,31.457,33.160,14.535,0.422,28.624,21.869,25.547,23.795,31.450,31.800
2000-02-29,27.837,30.272,20.117,24.379,21.720,28.361,13.748,30.982,15.592,15.592,30.629,13.812,31.487,32.847,17.696,0.432,29.049,21.708,27.025,23.281,31.490,31.880
2000-03-01,26.420,30.920,19.941,23.756,21.866,28.789,12.317,31.148,15.570,15.058,30.783,13.923,31.584,32.941,17.016,0.438,29.333,22.362,26.879,23.106,31.610,31.960
2000-03-02,27.000,31.503,19.774,25.215,21.994,28.917,14.153,31.015,15.577,15.245,30.846,13.825,31.684,33.039,25.026,0.446,29.570,23.109,27.025,23.139,31.650,32.030
2000-03-03,27.531,31.227,19.886,25.530,21.704,29.702,12.347,31.184,15.636,15.373,30.831,14.447,31.802,33.213,23.953,0.452,29.927,23.629,26.407,23.403,31.760,32.110
2000-03-04,27.830,31.478,20.687,26.973,21.664,30.216,11.534,31.344,16.107,15.562,30.991,14.816,31.784,33.252,23.573,0.459,30.159,23.347,26.515,23.588,31.840,32.190
2000-03-05,28.260,31.476,21.294,26.099,21.535,30.859,11.325,31.372,17.160,16.045,31.317,14.882,31.838,33.085,23.505,0.471,30.632,23.503,26.362,23.297,31.900,32.260
2000-03-06,28.696,31.570,21.038,25.971,21.191,30.629,11.392,31.405,17.310,15.915,31.248,14.987,31.835,32.671,23.729,0.472,30.647,20.838,26.671,23.283,31.790,32.340
2000-03-07,28.016,31.763,21.115,25.290,21.331,32.479,10.957,31.644,17.317,15.065,31.384,14.708,31.884,32.415,25.608,0.500,30.849,23.211,26.275,23.486,31.830,32.420
2000-03-08,27.091,31.955,21.051,24.470,21.548,32.914,11.227,31.812,17.390,16.246,31.596,14.630,31.981,32.248,25.496,0.505,31.251,23.375,25.393,23.718,31.910,32.490
2000-03-09,27.154,32.524,21.147,25.762,21.593,32.924,11.109,31.966,17.391,16.082,31.665,14.541,31.944,32.269,25.920,0.518,31.142,23.773,25.357,23.776,31.960,32.570
2000-03-10,27.522,32.400,21.706,26.307,21.597,32.368,12.355,31.543,17.323,16.262,31.614,14.750,32.011,32.424,26.439,0.519,31.139,24.223,26.012,23.894,31.900,32.640
2000-03-11,28.713,32.525,22.340,26.568,21.233,32.827,13.817,31.688,17.297,15.963,31.565,14.837,31.963,32.716,25.301,0.529,31.230,24.256,25.988,24.139,31.980,32.720
2000-03-12,28.084,33.024,23.243,25.344,21.148,32.735,15.930,31.082,17.301,15.529,31.541,16.196,31.617,32.792,27.003,0.525,31.148,23.915,26.873,24.046,31.760,32.800
2000-03-13,28.149,32.875,22.979,27.724,21.368,32.711,13.475,31.263,17.365,14.870,31.708,16.453,32.242,32.482,26.297,0.532,31.826,23.126,26.404,24.301,31.920,32.870
2000-03-14,27.213,33.362,21.976,25.915,21.586,33.348,14.367,32.072,17.413,15.745,32.136,16.417,32.598,31.467,26.308,0.560,31.031,22.634,25.445,24.436,32.070,32.950
2000-03-15,26.496,33.176,22.520,25.601,21.738,32.668,14.518,32.309,17.391,15.627,32.406,16.298,32.413,31.759,27.951,0.580,30.472,23.201,25.502,24.632,32.220,33.020
2000-03-16,26.813,32.915,22.748,26.805,22.086,32.878,15.900,32.306,17.311,16.106,32.005,16.593,32.251,32.287,27.331,0.592,30.955,24.060,26.394,24.512,32.210,33.100
2000-03-17,28.162,33.384,22.749,26.620,22.212,33.039,16.031,31.939,17.133,15.743,31.759,16.937,31.590,32.287,28.442,0.609,30.882,24.070,27.958,25.364,31.890,33.170
2000-03-18,27.638,33.454,22.063,24.803,22.044,33.234,15.438,32.187,16.972,16.229,32.193,17.561,31.678,32.084,25.479,0.614,30.870,23.321,28.205,26.862,32.040,33.250
2000-03-19,27.443,32.510,22.294,24.838,22.329,32.908,13.845,32.337,16.946,16.045,32.339,17.366,31.033,31.835,26.364,0.619,31.254,24.461,28.234,27.119,31.890,33.320
2000-03-20,27.195,33.164,22.586,25.287,23.262,33.006,14.140,32.075,16.974,15.835,32.363,17.350,31.641,32.126,28.491,0.622,31.154,24.845,28.457,27.112,32.050,33.390
2000-03-21,34.556,33.158,22.804,25.338,23.405,33.124,14.893,31.981,17.059,16.399,32.707,17.875,33.109,32.157,27.492,0.648,31.705,24.235,29.446,26.637,32.490,33.470
2000-03-22,33.647,32.789,22.672,25.446,23.345,33.057,14.524,31.775,16.994,16.368,32.951,17.731,33.146,31.905,28.505,0.660,31.969,24.064,29.567,26.333,32.440,33.540
2000-03-23,35.332,33.204,22.586,25.372,23.626,34.201,14.320,33.256,16.977,15.799,33.350,17.920,33.598,32.020,28.141,0.684,32.494,24.559,28.351,26.472,33.060,33.610
2000-03-24,35.617,33.873,21.894,26.931,24.081,34.594,17.996,35.241,17.430,16.259,33.989,18.078,34.099,32.217,27.970,0.714,33.191,25.162,27.907,26.843,33.890,33.680
2000-03-25,35.486,34.482,21.662,26.810,24.732,35.223,19.100,35.679,17.761,16.466,34.418,18.232,34.265,32.315,24.363,0.743,32.997,25.957,29.297,27.133,34.170,33.750
2000-03-26,35.061,34.679,22.151,28.786,24.771,35.417,19.481,35.523,17.708,16.634,33.943,18.387,34.204,32.549,27.425,0.758,32.588,25.778,29.351,27.208,34.050,33.830
2000-03-27,36.698,34.608,22.601,27.531,24.585,35.732,18.122,34.633,18.521,17.285,33.778,18.491,33.931,32.698,27.460,0.733,32.929,26.287,29.090,27.622,33.760,33.900
2000-03-28,34.605,33.781,24.283,27.115,24.229,36.492,17.389,34.651,20.916,18.020,33.686,18.552,33.753,32.871,27.775,1.423,32.601,25.431,28.721,27.358,33.740,33.970
2000-03-29,34.149,33.714,23.879,27.253,24.221,36.674,17.396,34.590,21.146,18.040,33.451,18.723,33.497,33.103,21.524,5.542,33.524,25.636,29.977,26.876,33.660,34.040
2000-03-30,35.448,34.014,24.407,27.026,24.184,36.180,16.864,34.679,21.059,17.497,33.460,19.073,33.263,33.051,20.497,7.784,33.971,25.874,30.006,27.156,33.610,34.100
2000-03-31,34.250,34.412,24.531,26.825,23.733,35.414,16.695,34.378,20.977,16.867,33.371,18.748,33.802,33.146,20.560,7.605,34.112,25.483,30.877,26.406,33.670,34.170
2000-04-01,36.667,34.596,24.571,28.255,23.746,36.560,17.203,34.430,21.239,17.757,33.552,18.924,33.573,33.423,16.423,6.105,34.615,25.012,30.541,26.347,33.740,34.240
2000-04-02,37.637,35.177,25.336,27.788,23.407,36.594,16.580,35.602,21.392,16.503,33.989,19.070,33.644,33.793,15.182,3.666,35.442,25.868,28.611,26.730,34.260,34.310
2000-04-03,34.273,35.174,24.855,28.623,23.526,37.428,18.054,36.420,21.529,16.902,34.363,19.222,33.634,33.408,16.579,2.100,35.371,26.535,27.734,27.153,34.460,34.380
2000-04-04,36.240,35.769,25.286,28.649,23.345,36.812,17.390,35.553,21.662,17.043,34.164,19.376,32.722,33.494,17.257,1.559,35.294,27.236,28.697,27.320,33.980,34.440
2000-04-05,34.937,35.488,24.933,28.087,23.864,38.697,16.911,35.861,22.195,16.548,34.983,19.646,31.138,34.299,14.739,1.236,35.911,26.220,27.891,27.870,34.070,34.510
2000-04-06,35.601,36.099,24.576,27.500,24.729,39.075,18.686,36.674,22.463,17.415,35.435,19.785,31.475,34.516,14.984,1.181,36.544,26.784,27.407,27.942,34.520,34.580
2000-04-07,35.135,36.340,24.622,27.696,25.539,39.106,19.810,36.377,22.452,19.659,35.278,20.069,30.982,34.354,18.760,1.162,36.532,26.494,28.453,27.959,34.250,34.640
2000-04-08,35.301,35.960,24.758,28.435,25.587,38.468,19.350,35.939,22.350,19.228,35.020,20.273,33.042,34.203,20.701,1.216,36.068,26.687,29.365,27.710,34.550,34.710
2000-04-09,35.440,35.636,25.352,28.390,25.668,39.431,19.664,35.500,22.144,18.562,35.352,20.345,32.710,34.556,16.192,1.162,36.504,26.534,29.602,27.867,34.530,34.770
2000-04-10,34.573,36.866,25.308,27.181,25.843,39.996,20.865,36.242,22.282,18.726,36.071,20.300,32.610,34.952,16.522,1.165,37.515,26.822,28.530,28.310,34.970,34.840
2000-04-11,35.956,36.916,25.428,29.184,25.919,39.868,22.727,37.032,22.410,18.401,36.495,20.479,32.753,34.750,18.136,1.196,37.344,26.864,28.390,28.387,35.260,34.900
2000-04-12,36.024,37.164,25.196,29.477,25.985,40.500,22.462,37.100,22.312,19.109,35.938,21.207,33.702,34.167,18.345,1.194,36.535,27.138,30.263,28.121,35.230,34.970
2000-04-13,35.633,37.938,24.823,29.742,26.473,39.407,21.953,36.922,22.199,19.660,35.457,21.320,36.782,33.873,21.122,1.280,36.457,27.607,31.064,28.066,35.760,35.030
2000-04-14,35.939,37.381,25.175,29.093,25.975,38.145,20.876,37.152,22.265,18.675,35.392,20.672,37.951,33.573,21.430,1.714,35.770,26.628,28.996,28.186,36.020,35.090
2000-04-15,36.528,36.117,24.840,28.000,25.849,36.913,18.892,36.649,22.469,18.556,35.306,21.398,37.049,33.646,22.021,1.021,35.587,26.781,28.422,27.412,35.660,35.160
2000-04-16,35.925,35.568,24.717,27.790,25.614,36.408,18.254,36.297,22.394,30.549,35.540,21.536,37.272,33.925,23.237,0.983,35.408,27.150,29.151,27.764,35.760,35.220
2000-04-17,35.970,35.802,25.125,29.469,25.514,37.198,20.040,35.873,22.513,28.656,35.741,21.950,37.512,34.364,22.435,0.927,35.836,26.853,29.380,27.177,35.870,35.280
2000-04-18,33.922,35.426,25.697,29.592,25.544,37.298,18.796,35.661,23.608,19.247,35.744,22.116,37.307,35.688,23.549,0.897,36.708,26.348,29.373,28.124,36.100,35.340
2000-04-19,35.069,35.235,25.699,29.018,26.078,37.722,18.380,35.849,23.993,19.824,35.775,22.419,38.453,36.309,23.902,0.900,36.953,24.899,29.473,29.393,36.600,35.400
2000-04-20,34.618,35.454,24.957,29.583,25.990,37.960,17.474,35.947,23.984,20.607,35.796,22.624,36.508,36.188,23.967,2.674,36.882,24.723,30.305,30.040,36.110,35.470
2000-04-21,34.075,35.775,27.209,27.843,26.189,38.044,16.092,36.031,24.134,20.388,35.682,22.618,38.049,36.213,25.175,3.203,36.807,25.457,30.697,29.883,36.490,35.530
2000-04-22,36.091,36.034,27.288,26.835,26.285,38.209,16.271,35.978,25.110,21.294,35.812,22.576,36.837,36.699,29.015,1.761,37.450,25.418,30.230,30.095,36.330,35.590
2000-04-23,37.133,35.938,27.177,26.457,26.408,38.821,18.670,36.343,26.168,21.568,36.012,22.523,37.533,37.152,25.593,2.133,37.764,24.870,34.262,29.589,36.760,35.650
2000-04-24,36.928,36.396,26.843,26.296,26.053,38.390,16.996,36.420,26.193,22.136,35.805,22.731,36.550,37.061,30.251,6.315,37.537,24.865,34.079,29.234,36.460,35.710
2000-04-25,37.506,36.328,26.900,26.205,26.285,36.956,20.621,36.522,26.779,22.067,35.395,22.291,37.732,36.594,31.031,9.611,37.472,24.960,34.706,29.272,36.560,35.760
2000-04-26,37.764,35.963,27.077,26.087,25.954,37.528,19.779,36.436,26.311,22.174,35.454,22.595,36.444,36.485,33.728,12.706,37.444,24.754,33.642,29.332,36.200,35.820
2000-04-27,38.030,36.170,26.905,26.498,26.479,39.357,18.971,36.863,26.378,23.110,35.932,22.712,36.632,36.751,31.221,11.603,37.608,24.990,33.203,29.359,36.540,35.880
2000-04-28,38.403,35.880,27.222,26.679,26.143,39.613,19.522,36.603,26.306,25.702,35.917,22.779,37.113,36.869,24.367,8.428,37.549,25.387,35.089,29.350,36.630,35.940
2000-04-29,38.191,35.802,27.478,26.658,26.183,39.670,19.265,35.988,26.264,26.110,35.768,22.893,38.422,36.891,24.408,7.048,37.232,25.064,33.736,29.475,36.770,36.000
2000-04-30,38.396,35.580,27.223,26.518,26.142,40.185,18.793,36.312,26.384,25.006,35.960,22.982,34.805,36.947,23.338,6.439,37.469,25.489,33.670,29.412,36.010,36.060
2000-05-01,38.088,36.164,26.876,26.612,26.210,40.301,19.124,36.471,26.409,25.496,36.628,23.022,39.321,37.052,21.834,5.174,38.247,25.785,34.102,29.799,37.370,36.110
2000-05-02,37.637,36.618,26.944,26.799,26.176,39.513,18.577,37.513,26.812,22.991,37.130,23.143,36.463,37.282,22.556,4.486,38.593,25.539,31.372,30.147,37.100,36.170
2000-05-03,36.368,36.810,27.153,27.215,26.263,38.784,19.621,37.112,27.173,22.033,36.876,23.572,36.830,37.096,23.908,4.113,37.845,26.180,33.632,30.464,36.980,36.230
2000-05-04,35.657,37.319,27.262,27.695,26.409,39.184,20.617,37.456,27.095,21.960,37.297,24.128,37.780,37.447,23.706,3.967,38.409,26.496,35.249,30.664,37.490,36.280
2000-05-05,35.131,37.944,27.594,27.526,26.666,40.282,21.889,38.054,27.104,21.940,38.016,24.276,37.319,37.658,23.000,3.655,39.087,25.987,31.884,30.865,37.760,36.340
2000-05-06,35.048,38.378,27.616,27.613,26.875,41.101,22.187,38.787,27.086,22.609,38.134,24.436,40.485,37.904,23.599,3.272,39.325,26.839,33.385,31.103,38.830,36.390
2000-05-07,34.916,38.937,27.698,27.860,26.922,41.832,22.938,39.106,27.017,31.989,38.213,24.553,39.504,37.904,25.082,3.618,39.294,26.810,32.394,31.309,38.680,36.450
2000-05-08,34.830,39.259,27.933,28.217,27.022,41.765,23.537,39.369,26.989,22.770,38.007,25.361,38.739,37.680,26.329,5.011,39.146,27.020,33.869,31.236,38.450,36.500
2000-05-09,34.946,38.853,27.817,28.329,27.160,41.376,24.111,39.476,26.929,22.501,37.854,25.438,38.358,37.552,26.775,8.151,38.899,28.105,33.224,31.264,38.310,36.560
2000-05-10,35.208,38.990,28.185,28.262,27.620,41.411,23.708,39.432,26.940,23.110,37.307,25.491,37.953,37.385,26.697,10.019,38.565,28.835,32.490,31.138,38.020,36.610
2000-05-11,35.048,39.425,28.433,28.234,27.885,41.778,23.297,39.040,27.043,23.163,37.490,25.457,39.553,37.235,27.191,12.446,38.609,28.835,34.497,31.006,38.330,36.660
2000-05-12,35.106,39.921,28.610,28.263,27.812,42.066,23.209,38.918,26.904,23.250,37.618,25.575,39.546,37.288,27.054,14.320,38.990,28.307,33.924,30.967,38.340,36.720
2000-05-13,35.214,40.267,28.501,28.231,27.896,42.453,23.624,38.906,26.901,23.471,37.381,25.549,39.453,37.332,27.657,16.154,39.312,27.947,35.965,31.131,38.270,36.770
2000-05-14,35.377,40.695,28.926,28.359,28.034,42.777,24.178,38.619,26.963,23.250,37.229,25.681,38.803,37.347,27.219,16.821,39.375,27.893,34.389,30.866,38.000,36.820
2000-05-15,35.580,40.903,29.244,28.075,27.875,42.177,24.595,38.624,27.171,23.485,36.965,25.631,39.304,37.322,27.611,17.262,39.522,28.439,35.935,30.659,38.050,36.880
2000-05-16,37.038,39.499,29.369,27.595,27.719,42.850,24.380,38.521,27.623,23.660,37.152,25.537,38.189,37.518,27.558,18.547,39.635,28.657,36.728,30.017,37.850,36.930
2000-05-17,37.907,38.306,29.338,27.473,27.475,43.098,24.881,38.693,27.635,23.838,37.667,25.529,41.045,37.991,26.651,20.268,39.773,28.420,37.691,30.131,38.850,36.980
2000-05-18,37.347,39.313,29.629,27.202,27.570,43.649,24.541,40.418,27.722,23.294,38.325,25.684,38.138,38.640,25.494,20.599,40.588,28.491,35.953,30.486,38.880,37.030
2000-05-19,37.270,41.032,29.701,27.703,27.805,43.939,25.742,41.857,27.761,23.058,38.824,26.149,38.351,39.018,24.511,19.797,41.098,28.684,34.968,31.033,39.510,37.090
2000-05-20,37.295,41.987,29.578,28.354,28.018,44.349,26.294,42.158,27.745,23.116,38.996,26.662,39.322,38.996,25.197,18.831,41.474,28.906,35.051,31.359,39.870,37.140
2000-05-21,37.500,42.736,29.139,29.042,28.124,44.576,26.859,41.349,27.702,24.086,38.859,27.064,41.124,38.693,28.068,19.049,41.202,28.937,31.996,31.441,40.010,37.190
2000-05-22,37.577,42.739,29.789,29.114,28.108,44.297,26.288,40.277,27.308,24.385,38.668,27.066,40.314,38.612,27.881,19.700,41.275,29.276,36.093,31.440,39.470,37.240
2000-05-23,37.870,42.575,30.322,28.893,28.236,44.259,26.310,39.200,27.596,23.695,38.425,27.014,38.894,38.630,28.471,20.864,41.221,29.872,36.055,31.361,38.790,37.290
2000-05-24,38.325,40.443,30.229,28.745,28.312,44.701,26.709,38.674,28.426,23.753,38.362,26.812,38.895,38.737,29.092,22.066,41.341,30.595,34.536,30.736,38.670,37.340
2000-05-25,38.443,39.516,30.412,28.757,28.541,44.716,26.442,38.537,28.457,23.999,38.135,26.908,39.369,38.849,29.017,23.031,41.341,30.659,33.993,30.523,38.720,37.390
2000-05-26,38.478,41.840,30.147,28.853,28.552,45.580,26.526,38.818,28.376,24.288,37.979,26.944,39.178,39.106,29.138,23.512,41.303,30.824,34.322,31.268,38.770,37.440
2000-05-27,38.169,42.981,30.464,29.225,28.736,46.730,26.729,39.350,28.314,24.025,38.028,26.840,38.837,39.262,28.834,23.914,41.506,31.161,34.751,31.313,38.870,37.480
2000-05-28,38.181,43.178,31.044,29.591,34.258,46.580,27.097,39.407,28.311,23.882,37.951,27.030,38.946,39.341,28.805,23.919,41.863,31.424,36.258,31.328,38.910,37.530
2000-05-29,38.821,41.188,31.235,29.000,34.844,44.042,27.485,38.144,28.404,24.110,38.072,27.143,38.378,39.240,29.270,23.448,42.158,31.331,36.774,31.049,38.460,37.580
2000-05-30,39.626,39.457,30.952,28.933,33.417,43.898,27.856,37.518,28.584,24.578,37.758,27.294,37.342,39.290,29.646,23.789,42.183,31.086,36.787,30.855,37.980,37.630
2000-05-31,37.669,38.263,30.478,29.143,37.499,43.347,27.967,37.068,28.560,24.891,36.672,27.226,38.859,39.391,29.975,24.463,42.529,31.030,33.727,31.139,38.000,37.670
2000-06-01,37.577,36.999,29.886,29.488,34.050,40.553,28.059,37.297,28.730,24.979,36.584,25.991,39.794,39.861,29.845,25.089,42.634,31.156,33.086,31.337,38.380,37.720
2000-06-02,37.705,37.248,30.222,29.606,29.698,40.478,28.227,37.499,28.670,25.102,36.959,26.731,38.731,40.034,29.620,25.618,42.599,31.388,33.404,31.481,38.310,37.760
2000-06-03,37.782,37.587,30.590,29.621,29.700,40.179,28.113,37.779,28.780,25.176,37.192,27.629,38.851,39.987,29.497,25.910,42.802,31.482,32.520,31.553,38.450,37.810
